network_id	team_strength
random_0	0.042868066599234284
random_1	0.024481530678610638
random_10	0.027434773451254092
random_100	0.06639093007586484
random_101	0.03154580880325931
random_102	0.016874320666176695
random_103	0.014775294134394355
random_104	0.02241055349921678
random_105	0.0227243859378937
random_106	0.04263530196591102
random_107	0.025813492177393264
random_108	0.036444862175475524
random_109	0.034179952056244745
random_11	0.02669572651672559
random_110	0.028203989322720807
random_111	0.05305474180206876
random_112	0.024662781460451706
random_113	0.016930095432152705
random_114	0.024041275206120597
random_115	0.04696751954922676
random_116	0.02833184476791306
random_117	0.05723372468521373
random_118	0.020109180660253526
random_119	0.016126147271140555
random_12	0.027955491627802496
random_120	0.02072476311850709
random_121	0.1445168684899847
random_122	0.01266250768759608
random_123	0.07636026570959437
random_124	0.02411096839995881
random_125	0.01941997003341017
random_126	0.02221706529268474
random_127	0.0329980264891933
random_128	0.022880861885269103
random_129	0.019468098299643383
random_13	0.045370351283532014
random_130	0.05925953282311578
random_131	0.013114101603860347
random_132	0.03723698367926585
random_133	0.03748332590765395
random_134	0.02551052482473894
random_135	0.04405919466194001
random_136	0.013277080650810966
random_137	0.011510258123157115
random_138	0.03860876652855036
random_139	0.015494109505083975
random_14	0.05002063342086073
random_140	0.05145329552291848
random_141	0.07101389411772288
random_142	0.04419054689256767
random_143	0.023798622071071945
random_144	0.028768550835478413
random_145	0.0656360291710882
random_146	0.028377520173561023
random_147	0.05256106549254655
random_148	0.02279983046495445
random_149	0.04445217216669754
random_15	0.05803473178927544
random_150	0.07839381565078032
random_151	0.06668849052678631
random_152	0.04892379778375883
random_153	0.017146507999181583
random_154	0.02304802537401287
random_155	0.02642174873488384
random_156	0.09904929900173198
random_157	0.038595889657421674
random_158	0.05240542626457863
random_159	0.0272349673393356
random_16	0.02776174013320754
random_160	0.012070273838912057
random_161	0.02087602105913323
random_162	0.023390801569291072
random_163	0.03262231802661323
random_164	0.020432240949036777
random_165	0.028956864078080916
random_166	0.03671691724046695
random_167	0.09456008304146159
random_168	0.012915116324616158
random_169	0.011373870234799428
random_17	0.01771464115113837
random_170	0.028067415336885292
random_171	0.008968292178587463
random_172	0.024328781020548727
random_173	0.050228127723238175
random_174	0.1166312181365224
random_175	0.04270003528265001
random_176	0.023584803315425198
random_177	0.014469358106383078
random_178	0.021249349950667355
random_179	0.017730784505527036
random_18	0.024175279245743135
random_180	0.029019234633437994
random_181	0.04449437852119192
random_182	0.0542203966486378
random_183	0.027842915174227066
random_184	0.044998805580110754
random_185	0.02362745758979385
random_186	0.032172946071689176
random_187	0.023821787921928433
random_188	0.03795798388234484
random_189	0.020256650335627117
random_19	0.04148981657796412
random_190	0.02079289976313827
random_191	0.024757684144337752
random_192	0.03872421079417279
random_193	0.035526381044617854
random_194	0.03580317230636074
random_195	0.01014379568580105
random_196	0.020572362255536464
random_197	0.008016706560805898
random_198	0.035207603604735856
random_199	0.026989079725955063
random_2	0.019886411532499686
random_20	0.07979946942396296
random_200	0.02507179223924566
random_201	0.059186654913091136
random_202	0.01770772652826038
random_203	0.0068535684322237715
random_204	0.011526009010738861
random_205	0.045610093089016236
random_206	0.0626815610184018
random_207	0.014830929580405277
random_208	0.07652372828208144
random_209	0.13999105976379633
random_21	0.013219377801576969
random_210	0.018218351979690055
random_211	0.030893001279047046
random_212	0.02042681571411238
random_213	0.017116297736245796
random_214	0.008550753695952082
random_215	0.02722783288221102
random_216	0.03180211316620478
random_217	0.020725859914004566
random_218	0.037674462084294376
random_219	0.01981091261363238
random_22	0.01253516884481035
random_220	0.09573120088648832
random_221	0.04961807828688529
random_222	0.03024476396848618
random_223	0.0802075528587949
random_224	0.0062491243339114775
random_225	0.03697020664220338
random_226	0.02625738011993633
random_227	0.03424559762719332
random_228	0.08562538748761911
random_229	0.024954828222975185
random_23	0.09204590205707601
random_230	0.05007988810013831
random_231	0.04608990352924157
random_232	0.04024085070963131
random_233	0.010991062314338525
random_234	0.02261728276022
random_235	0.008065203647986064
random_236	0.15349606529418153
random_237	0.03262147054438109
random_238	0.03482278791645708
random_239	0.07588519430825445
random_24	0.03783145128897752
random_240	0.02859772521803031
random_241	0.03210255187292033
random_242	0.016623696878914393
random_243	0.05267028177595324
random_244	0.019278713573380388
random_245	0.021484100586849852
random_246	0.018683191430956057
random_247	0.05375523300700759
random_248	0.02899204470167661
random_249	0.02581039573156881
random_25	0.019069931976474344
random_250	0.027866165248551695
random_251	0.015988708538964176
random_252	0.04003400291957277
random_253	0.01529706538672066
random_254	0.02696297526736368
random_255	0.03044329038259322
random_256	0.07932130677568824
random_257	0.013109228687605522
random_258	0.018554702567374168
random_259	0.011418304366067944
random_26	0.021660121614255852
random_260	0.028895585562335215
random_261	0.014902261407120088
random_262	0.014665451469568217
random_263	0.00998442035369681
random_264	0.033566157923634904
random_265	0.0764221528170856
random_266	0.02103659732277679
random_267	0.014759111350545499
random_268	0.033697960700557875
random_269	0.013790567122083392
random_27	0.026337385148217266
random_270	0.06776520269646792
random_271	0.023182238450499777
random_272	0.047807609460505135
random_273	0.02545287179944694
random_274	0.1175063164301765
random_275	0.017432161560223605
random_276	0.02241898961065078
random_277	0.04141203030496304
random_278	0.07184792697340875
random_279	0.11081511869735856
random_28	0.050712294935229225
random_280	0.03799617480516323
random_281	0.0594473201709759
random_282	0.04858325639918841
random_283	0.0640672423206728
random_284	0.1433853842156436
random_285	0.01671231362831772
random_286	0.0708479406423252
random_287	0.07465582564731538
random_288	0.02571626540128663
random_289	0.030592975072090425
random_29	0.1805875717699974
random_290	0.020044188494698335
random_291	0.07609242160781006
random_292	0.036651280549303736
random_293	0.061530345706129946
random_294	0.15692873211773203
random_295	0.0332781786544342
random_296	0.029445273263135827
random_297	0.025366345086889314
random_298	0.03567878804474097
random_299	0.022937593628743883
random_3	0.02947463183845964
random_30	0.02922120275453242
random_300	0.026257176538062747
random_301	0.07091262770193381
random_302	0.03564601833182415
random_303	0.041960529915401085
random_304	0.05072977344227975
random_305	0.011436517902758979
random_306	0.01741960490546164
random_307	0.027388942873421036
random_308	0.022184770469950425
random_309	0.012010181437634163
random_31	0.026248481252504008
random_310	0.03306754164649843
random_311	0.07387308439409054
random_312	0.0904919361052061
random_313	0.06109289689664244
random_314	0.015406751088630554
random_315	0.04058263298496596
random_316	0.0364416840201294
random_317	0.03814636803719704
random_318	0.1255487507600056
random_319	0.038220872228763705
random_32	0.027044008078856974
random_320	0.027728206786042348
random_321	0.08252582147782679
random_322	0.018836630389567875
random_323	0.022770226320056874
random_324	0.16068993267731377
random_325	0.016235047579743048
random_326	0.046974918145222186
random_327	0.08823105934525974
random_328	0.022043340904869074
random_329	0.08864646053835668
random_33	0.03711597997068757
random_330	0.01148297078368715
random_331	0.02452540856823388
random_332	0.030447937345214914
random_333	0.032284228210697576
random_334	0.04050468575628891
random_335	0.027971612551343235
random_336	0.02907665893560803
random_337	0.030547490898383014
random_338	0.15881715154624934
random_339	0.031202495420489855
random_34	0.037877592237930954
random_340	0.053861258389344684
random_341	0.014912240790194884
random_342	0.015794746130363968
random_343	0.019346920674825865
random_344	0.241317690772472
random_345	0.09875282071499338
random_346	0.03240786998847911
random_347	0.0549412991291286
random_348	0.02387173520184133
random_349	0.009972414853816374
random_35	0.08487748989522824
random_350	0.09373379975898866
random_351	0.0299979382007506
random_352	0.11903920561716604
random_353	0.00914891581692555
random_354	0.02799977058785338
random_355	0.022066977606962024
random_356	0.02531233812466261
random_357	0.027658017132097836
random_358	0.03625983107736291
random_359	0.04474892426393951
random_36	0.05764952068301539
random_360	0.05354320733258498
random_361	0.021132232667905433
random_362	0.028954659944469982
random_363	0.01784741358138077
random_364	0.012428211458938292
random_365	0.020172747623560805
random_366	0.03348243643502284
random_367	0.03166006142185478
random_368	0.04928282854452293
random_369	0.0321132062539003
random_37	0.01815097641277444
random_370	0.0828532867862614
random_371	0.016765212460337818
random_372	0.05178434924324309
random_373	0.05619085169089117
random_374	0.01634275090731624
random_375	0.033024521476159724
random_376	0.019711317320285738
random_377	0.024128162933610576
random_378	0.037376814886206526
random_379	0.026426873486281165
random_38	0.06108933017598341
random_380	0.037268999373592814
random_381	0.03286328315884861
random_382	0.08854354614290891
random_383	0.043546878673124984
random_384	0.04469116528657581
random_385	0.025211687104033847
random_386	0.025798978569982683
random_387	0.02145457877663125
random_388	0.017354854455659492
random_389	0.028820309742202063
random_39	0.017837863737805954
random_390	0.035367022665528776
random_391	0.012394403171187895
random_392	0.028691798463872157
random_393	0.03970402628255078
random_394	0.009543123676759416
random_395	0.024197629799109388
random_396	0.023997606957132482
random_397	0.02602047464797304
random_398	0.025194091782023833
random_399	0.036510185683283417
random_4	0.11232225049122051
random_40	0.06339361458958245
random_400	0.06124985798429458
random_401	0.01802174090449656
random_402	0.026996284584182947
random_403	0.04663455753646748
random_404	0.043744619927940064
random_405	0.04951851184296816
random_406	0.01623189921301483
random_407	0.039598580885282786
random_408	0.02242224058781469
random_409	0.0540337722695771
random_41	0.012183350712282864
random_410	0.07062109500306124
random_411	0.0450427336671894
random_412	0.029186645531401535
random_413	0.0982476346635613
random_414	0.022554906186801102
random_415	0.022919041457327666
random_416	0.04002494329386017
random_417	0.0727366499260303
random_418	0.015056594743072204
random_419	0.03220839230666556
random_42	0.012941289426975785
random_420	0.04555829003739656
random_421	0.16355704176883712
random_422	0.023395321070107347
random_423	0.017732150880450742
random_424	0.13068342747284692
random_425	0.020868379667406962
random_426	0.032933733432118015
random_427	0.024663950395012995
random_428	0.029752603881729095
random_429	0.05898793639650897
random_43	0.025923376893386644
random_430	0.10013057266972689
random_431	0.17753106557750709
random_432	0.07390204943089791
random_433	0.016896317189463564
random_434	0.015597514109326973
random_435	0.08502559647021181
random_436	0.014783251770785783
random_437	0.029372560061417915
random_438	0.01977762243787149
random_439	0.0905075076225181
random_44	0.015281379906285478
random_440	0.014093232391604739
random_441	0.11732292276713102
random_442	0.03494161169074951
random_443	0.016623470658957813
random_444	0.03965803810319059
random_445	0.010921967470674865
random_446	0.043211693213098916
random_447	0.014000636558173825
random_448	0.030730440016919824
random_449	0.09338412979259557
random_45	0.02058381923613907
random_450	0.01883560678715933
random_451	0.016643034498288717
random_452	0.017088915770205937
random_453	0.022763462434274778
random_454	0.023734879485100738
random_455	0.030146849661200105
random_456	0.02674426716199587
random_457	0.015624340772326982
random_458	0.019565656196031442
random_459	0.05408361987443268
random_46	0.047077387352662814
random_460	0.1789392463445174
random_461	0.030120104368599743
random_462	0.02472956886101295
random_463	0.266130987264949
random_464	0.029034522901434972
random_465	0.07239071410955808
random_466	0.015073375902379524
random_467	0.03164048033900906
random_468	0.022385355229487126
random_469	0.021171416821095478
random_47	0.10935121262920543
random_470	0.030193219045092708
random_471	0.018294094878953112
random_472	0.02085014653921622
random_473	0.02459628549037261
random_474	0.01982416795762154
random_475	0.010956561569928658
random_476	0.060552394089541044
random_477	0.007201822351155735
random_478	0.02886900185858954
random_479	0.016945440232444237
random_48	0.04459603949657972
random_480	0.032718939510009946
random_481	0.21638831109696943
random_482	0.01481349359734074
random_483	0.053503955533756004
random_484	0.03148372144148026
random_485	0.017718098416660992
random_486	0.006470821623136011
random_487	0.05278611484851879
random_488	0.03684249583856567
random_489	0.01588522472212541
random_49	0.01543287158386077
random_490	0.03153906576510098
random_491	0.012947206144187564
random_492	0.03137498324959795
random_493	0.05402083604694256
random_494	0.03435579065362153
random_495	0.05186316185768177
random_496	0.05134836048712664
random_497	0.027815233401019088
random_498	0.016101422197619314
random_499	0.03856516492595396
random_5	0.01872180429385579
random_50	0.22281121639941992
random_500	0.026980384138803493
random_501	0.012970104043593694
random_502	0.03315319435503912
random_503	0.031278370929138065
random_504	0.01770289852616836
random_505	0.03955729928967509
random_506	0.016178585082943835
random_507	0.027511801123948913
random_508	0.052478971488982874
random_509	0.021600910653178904
random_51	0.007066055224490936
random_510	0.06354819870565064
random_511	0.10679580858077456
random_512	0.027190515490731246
random_513	0.048819976413699236
random_514	0.03804155480180062
